,,,,,,,,
./queries/anemia_meds.txt,Mon May  9 20:00:01 PDT 2016,0,6,UCD:199,UCI:404,UCLA:1474,UCSD:1110,UCSF:307
./queries/asthma.txt,Mon May  9 20:00:07 PDT 2016,0,4,UCD:69202,UCI:34975,UCLA:69061,UCSD:21854,UCSF:16413
./queries/BMIge30_ageLT10.txt,Mon May  9 20:00:11 PDT 2016,0,32,UCD:554,UCI:657,UCLA:620,UCSD:90,UCSF:1584
./queries/breastCancer_ovaryOperations.txt,Mon May  9 20:00:43 PDT 2016,0,2,UCD:57,UCI:23,UCLA:173,UCSD:-1,UCSF:43
./queries/breast_meds_45-54_disorders_operations.txt,Mon May  9 20:00:45 PDT 2016,2,1,UCD:195,UCI:0,UCLA:218,UCSD:42,UCSF:119
./queries/cerebralAneurysm_HTN.txt,Mon May  9 20:02:46 PDT 2016,0,3,UCD:613,UCI:611,UCLA:1933,UCSD:337,UCSF:400
./queries/degendisease_GE65.txt,Mon May  9 20:02:49 PDT 2016,0,7,UCD:20614,UCI:13544,UCLA:34190,UCSD:15617,UCSF:9880
./queries/epilepsy_meds_procedures_female.txt,Mon May  9 20:02:56 PDT 2016,0,8,UCD:105,UCI:92,UCLA:130,UCSD:26,UCSF:50
./queries/hepatic_HIV.txt,Mon May  9 20:03:04 PDT 2016,3,2,UCD:-1,UCI:0,UCLA:771,UCSD:-1,UCSF:-1
./queries/hepC_ICD070-54_ageGE18.txt,Mon May  9 20:06:06 PDT 2016,0,24,UCD:6159,UCI:5252,UCLA:11191,UCSD:2936,UCSF:3378
./queries/iron_deficiency.txt,Mon May  9 20:06:30 PDT 2016,0,2,UCD:18351,UCI:13462,UCLA:23606,UCSD:8832,UCSF:3850
./queries/maleHIVreactive.txt,Mon May  9 20:06:32 PDT 2016,0,25,UCD:-1,UCI:103,UCLA:985,UCSD:-1,UCSF:320
./queries/octreotide_intestine.txt,Mon May  9 20:06:57 PDT 2016,0,3,UCD:34,UCI:35,UCLA:67,UCSD:12,UCSF:24
./queries/osa_male_ageGE65.txt,Mon May  9 20:07:00 PDT 2016,0,12,UCD:3407,UCI:1382,UCLA:5748,UCSD:1999,UCSF:1915
./queries/osteo_glucocort_age45-54x.txt,Mon May  9 20:07:12 PDT 2016,0,8,UCD:5529,UCI:1652,UCLA:3967,UCSD:2885,UCSF:1535
./queries/osteop_glucocort.txt,Mon May  9 20:07:20 PDT 2016,0,7,UCD:50178,UCI:13765,UCLA:39556,UCSD:23843,UCSF:16280
./queries/rheumArthritis_hiCRP.txt,Mon May  9 20:07:27 PDT 2016,0,2,UCD:42,UCI:15,UCLA:58,UCSD:18,UCSF:11
./queries/svt_lowTSH.txt,Mon May  9 20:07:29 PDT 2016,0,30,UCD:222,UCI:47,UCLA:560,UCSD:456,UCSF:34
./queries/upperGIdiseases_Male.txt,Mon May  9 20:07:59 PDT 2016,0,10,UCD:41240,UCI:28497,UCLA:61141,UCSD:20421,UCSF:10276
./queries/anemia_meds.txt,Tue May 10 08:00:01 PDT 2016,2,21,UCD:195,UCI:402,UCLA:1478,UCSD:1108,UCSF:309
./queries/asthma.txt,Tue May 10 08:02:22 PDT 2016,0,7,UCD:69202,UCI:34972,UCLA:69059,UCSD:21853,UCSF:16412
./queries/BMIge30_ageLT10.txt,Tue May 10 08:02:29 PDT 2016,0,33,UCD:556,UCI:659,UCLA:624,UCSD:91,UCSF:1583
./queries/breastCancer_ovaryOperations.txt,Tue May 10 08:03:02 PDT 2016,0,7,UCD:56,UCI:21,UCLA:173,UCSD:-1,UCSF:43
./queries/breast_meds_45-54_disorders_operations.txt,Tue May 10 08:03:09 PDT 2016,2,1,UCD:194,UCI:0,UCLA:219,UCSD:41,UCSF:118
./queries/cerebralAneurysm_HTN.txt,Tue May 10 08:05:10 PDT 2016,0,13,UCD:613,UCI:612,UCLA:1934,UCSD:335,UCSF:400
./queries/degendisease_GE65.txt,Tue May 10 08:05:23 PDT 2016,0,15,UCD:20614,UCI:13546,UCLA:34195,UCSD:15618,UCSF:9881
./queries/epilepsy_meds_procedures_female.txt,Tue May 10 08:05:38 PDT 2016,0,28,UCD:106,UCI:92,UCLA:131,UCSD:30,UCSF:50
./queries/hepatic_HIV.txt,Tue May 10 08:06:06 PDT 2016,3,6,UCD:-1,UCI:0,UCLA:773,UCSD:-1,UCSF:-1
./queries/hepC_ICD070-54_ageGE18.txt,Tue May 10 08:09:12 PDT 2016,0,24,UCD:6157,UCI:5250,UCLA:11192,UCSD:2936,UCSF:3375
./queries/iron_deficiency.txt,Tue May 10 08:09:36 PDT 2016,0,6,UCD:18352,UCI:13464,UCLA:23610,UCSD:8832,UCSF:3849
./queries/maleHIVreactive.txt,Tue May 10 08:09:42 PDT 2016,0,25,UCD:-1,UCI:102,UCLA:987,UCSD:-1,UCSF:318
./queries/octreotide_intestine.txt,Tue May 10 08:10:07 PDT 2016,0,16,UCD:31,UCI:35,UCLA:69,UCSD:10,UCSF:26
./queries/osa_male_ageGE65.txt,Tue May 10 08:10:23 PDT 2016,0,14,UCD:3410,UCI:1385,UCLA:5750,UCSD:1998,UCSF:1915
